UniqueID	P0.5 A	P0.5 B	P0.5 C	P1 d	P1 h	P1 i 	P1.5 c	P1.5 d	P1.5 g	P2.5 c	P2.5 g	P2.5 j	P4 a	P4 b	P4 f	P5 a	P5 b	P5 f	P7 a	P7 b	P7 c	P10 d	P10 e	P10 f	P13.5 a	P13.5 b	P13.5 c	P15 a	P15 b	P15 c	P19 c	P19 e	P19 f	P23 d	P23 e	P23 f 	P28c	P28d	P28e
Q8BGD9	3.48	3.74	2.5	8.04	2.41	6.88	5.92	2.64	2.82	0.99	9.88	3.14	8.21	1.53	5.87	0.0	5.15	4.93	3.8	4.96	3.95	3.54	2.54	3.64	1.95	3.62	4.62	0.0	2.71	0.0	0.91	2.81	5.56	8.62	5.26	1.87	4.68	2.42	2.17
Q64442	0.0	0.0	0.0	0.0	0.0	0.0	1.97	0.0	0.0	0.99	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.95	0.83	0.0	1.77	0.0	3.64	1.95	0.0	0.0	2.05	0.9	0.0	0.0	1.87	0.93	0.0	1.5	4.67	1.56	4.83	3.26
P51125	0.0	0.0	0.0	4.02	2.41	2.29	0.99	1.76	0.94	0.99	2.19	6.28	4.93	8.44	7.54	0.94	2.06	4.93	0.0	9.1	0.99	4.43	5.93	2.73	2.92	6.33	0.92	2.05	4.52	1.74	15.52	8.43	4.63	1.72	3.01	1.87	0.0	0.0	0.0
Q9CX86	1.16	0.0	0.0	0.0	0.0	0.0	0.0	1.76	4.7	1.99	0.0	3.14	3.28	6.14	5.87	3.78	0.0	4.11	0.0	0.0	0.0	1.77	2.54	1.82	0.0	0.0	2.77	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
O55135	2.32	2.49	0.0	3.01	2.41	1.15	2.96	3.51	5.64	2.98	0.0	4.19	1.64	3.07	6.71	3.78	0.0	1.64	1.9	5.79	4.94	0.89	1.7	3.64	1.95	3.62	2.77	2.05	1.81	1.74	1.83	1.87	1.85	1.72	3.01	3.74	3.12	0.0	3.26
Q91W90	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.99	0.89	2.54	0.0	0.0	2.71	2.77	2.05	0.0	0.0	3.65	0.94	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Q922B2	16.26	6.23	10.02	5.02	6.02	9.18	18.74	13.18	14.11	9.93	7.68	0.0	27.92	18.42	0.0	13.23	9.27	17.25	9.5	7.44	12.84	7.08	25.43	12.73	0.0	0.0	0.0	0.0	1.81	0.0	0.0	0.94	0.0	0.0	0.0	0.0	3.9	0.0	1.09
Q9D8B3	8.13	11.21	6.26	9.04	6.02	8.03	5.92	7.03	3.76	6.95	7.68	12.56	4.93	2.3	4.19	4.72	8.24	4.11	6.65	9.1	8.89	4.43	5.09	6.36	5.85	3.62	5.54	6.15	5.42	10.44	3.65	0.94	4.63	6.89	4.51	11.21	7.02	14.49	9.78
Q9Z1N5	1.16	3.74	3.76	1.0	12.03	6.88	5.92	1.76	0.94	13.9	8.78	10.46	0.0	4.6	4.19	5.67	6.18	6.57	5.7	5.79	0.0	4.43	11.02	4.55	0.97	0.9	0.92	2.05	0.0	0.0	0.0	1.87	3.71	1.72	0.0	0.0	0.0	0.0	2.17
Q9D3L3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.05	0.0	0.0	0.84	0.0	1.03	0.0	1.9	3.31	0.0	2.66	0.0	0.0	0.0	1.81	0.0	0.0	0.0	0.0	3.65	0.94	0.93	0.0	2.25	0.0	0.78	0.0	0.0
Q91XV3	1.16	0.0	0.0	0.0	0.0	2.29	0.0	0.0	2.82	0.99	0.0	0.0	3.28	4.6	0.84	1.89	1.03	6.57	0.0	7.44	1.98	1.77	2.54	5.45	0.0	0.9	0.0	0.0	0.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Q5M9L9	3.48	3.74	5.01	3.01	3.61	4.59	5.92	3.51	2.82	1.99	3.29	4.19	3.28	2.3	1.68	5.67	6.18	4.93	6.65	3.31	1.98	3.54	3.39	3.64	1.95	1.81	6.47	2.05	1.81	0.0	3.65	1.87	1.85	1.72	3.01	0.0	2.34	0.0	0.0
P02088	42.98	27.4	56.35	16.07	30.08	36.7	38.46	37.77	63.01	30.77	37.31	32.44	67.33	36.83	13.41	19.84	38.1	36.97	35.17	51.27	20.75	26.55	27.12	26.36	24.36	20.79	17.55	25.64	56.89	43.51	13.7	34.64	43.55	64.64	27.06	43.9	25.72	19.32	36.94
P26645	10.45	6.23	6.26	24.11	8.42	8.03	4.93	9.66	1.88	3.97	12.07	9.42	3.28	7.67	10.9	1.89	7.21	6.57	5.7	9.1	6.91	3.54	6.78	9.09	8.77	9.04	11.09	10.26	7.22	15.67	13.7	13.11	6.49	9.48	6.76	6.54	5.46	4.83	6.52
Q9CY58	6.97	4.98	17.53	6.03	6.02	6.88	13.81	12.3	11.29	7.94	12.07	13.6	17.24	13.05	13.41	19.84	9.27	19.72	8.55	11.58	4.94	0.0	11.87	9.09	9.74	3.62	7.39	0.0	9.03	19.15	6.39	0.0	1.85	2.59	4.51	0.93	5.46	0.0	6.52
Q9EQI5	0.0	0.0	0.0	0.0	1.2	0.0	0.0	0.0	0.94	0.0	0.0	0.0	2.46	1.53	0.0	0.0	0.0	0.82	0.0	0.0	0.0	0.0	1.7	0.0	0.0	0.0	0.92	0.0	0.0	0.0	0.0	3.74	1.85	6.03	1.5	5.6	4.68	0.0	8.69
Q8CJG0	0.0	0.0	0.0	0.0	0.0	0.0	0.99	0.88	0.0	0.0	0.0	0.0	0.82	0.0	0.0	0.0	0.0	1.64	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
P56812	2.32	11.21	8.77	9.04	6.02	4.59	1.97	3.51	1.88	4.96	3.29	6.28	4.11	2.3	5.87	5.67	6.18	3.29	5.7	4.96	2.96	3.54	5.09	10.0	0.0	4.52	7.39	4.1	1.81	0.0	0.91	0.0	0.0	0.0	0.0	0.0	0.78	0.0	0.0
P50405	3.48	3.74	10.02	10.04	7.22	8.03	4.93	2.64	8.46	8.93	4.39	6.28	4.11	4.6	1.68	1.89	11.33	4.93	8.55	0.83	4.94	4.43	2.54	3.64	6.82	8.13	7.39	10.26	11.74	0.0	6.39	6.55	6.49	7.76	3.01	6.54	7.8	4.83	4.35
P50404	8.13	3.74	5.01	0.0	3.61	4.59	0.0	0.0	2.82	0.0	2.19	3.14	0.0	0.0	0.0	0.0	0.0	1.64	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.78	1.21	0.0
P26883	10.45	9.96	6.26	6.03	6.02	9.18	12.82	11.42	9.4	7.94	7.68	7.32	9.85	6.91	7.54	12.28	7.21	9.04	2.85	4.13	5.93	5.31	7.63	4.55	4.87	9.04	8.31	4.1	5.42	0.0	7.3	7.49	7.41	3.45	6.01	1.87	6.24	2.42	0.0
Q921F4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.76	0.0	0.0	0.0	0.0	3.28	2.3	0.0	0.0	0.0	3.29	0.0	0.0	0.0	0.0	1.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Q9DCG9	2.32	2.49	2.5	0.0	1.2	1.15	0.0	1.76	0.94	0.0	0.0	0.0	3.28	0.77	0.84	1.89	0.0	0.0	0.0	3.31	3.95	1.77	3.39	2.73	0.0	2.71	1.85	2.05	3.61	0.0	1.83	1.87	0.93	0.86	3.76	0.93	4.68	0.0	0.0
P02535	8.13	7.47	2.5	7.03	8.42	0.0	3.94	0.88	1.88	5.96	6.58	18.83	0.82	3.07	0.84	23.62	1.03	3.29	12.36	2.48	0.0	7.08	3.39	14.54	19.49	10.85	10.16	15.38	10.84	12.18	0.0	6.55	26.87	8.62	6.01	8.41	3.12	14.49	6.52
P07724	102.21	68.5	91.41	90.39	83.01	97.5	103.54	40.41	83.7	73.45	70.23	56.5	107.56	62.15	43.58	50.08	102.96	71.48	99.79	86.83	90.88	95.59	50.01	65.45	66.26	70.5	88.69	49.23	132.74	196.68	87.66	101.1	93.6	194.77	76.66	111.15	138.76	120.76	88.0
Q921F2	6.97	11.21	2.5	5.02	4.81	5.74	0.0	8.78	5.64	6.95	0.0	8.37	9.03	6.91	10.06	11.34	2.06	6.57	0.0	4.96	3.95	0.89	5.93	0.0	0.0	0.9	7.39	0.0	4.52	0.0	4.57	5.62	3.71	0.86	6.01	0.0	0.0	0.0	0.0
Q91V76	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.53	1.68	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.91	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Q50HX3	12.78	22.42	26.3	23.1	24.06	19.5	16.76	17.57	20.69	26.8	24.14	28.25	13.96	16.88	20.12	15.12	31.92	17.25	32.31	18.19	29.64	24.78	17.8	0.0	19.49	27.12	0.0	22.56	25.29	29.59	17.35	16.85	0.0	14.65	24.05	14.94	17.15	36.23	23.9
Q3UMU9	4.65	2.49	5.01	3.01	1.2	0.0	0.0	3.51	0.0	0.0	0.0	1.05	0.0	1.53	0.84	0.0	4.12	1.64	0.0	0.0	1.98	1.77	0.0	3.64	3.9	3.62	3.7	2.05	1.81	0.0	0.0	0.0	3.71	0.86	0.0	0.0	3.12	0.0	0.0
Q9JHL1	6.97	7.47	3.76	7.03	6.02	4.59	5.92	4.39	3.76	8.93	5.49	9.42	1.64	0.0	5.03	6.61	6.18	0.0	2.85	7.44	3.95	11.51	13.56	13.64	20.46	18.08	12.93	19.49	13.55	12.18	5.48	8.43	14.83	10.34	9.77	13.08	13.25	16.91	16.3
D9J2Z9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.76	0.0	0.0	0.0	0.0	0.0	3.84	2.51	5.67	0.0	2.46	0.0	0.0	1.98	0.0	0.0	1.82	0.0	0.0	0.0	0.0	0.0	0.0	0.91	1.87	0.0	1.72	1.5	0.0	0.0	0.0	0.0
Q9CZ30	0.0	0.0	0.0	0.0	0.0	0.0	0.99	0.0	0.0	0.0	0.0	0.0	0.0	3.84	0.84	0.0	4.12	4.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
P35283	0.0	0.0	7.51	4.02	0.0	8.03	3.94	6.15	4.7	8.93	0.0	5.23	5.75	0.0	6.71	6.61	9.27	5.75	2.85	0.0	0.0	0.0	2.54	1.82	2.92	5.42	2.77	3.08	2.71	0.0	6.39	4.68	4.63	3.45	12.03	0.0	6.24	8.45	10.86
Q9CZ44	3.48	2.49	5.01	9.04	8.42	6.88	1.97	8.78	7.52	5.96	6.58	12.56	4.93	7.67	10.06	9.45	7.21	8.22	7.6	10.75	8.89	14.16	11.02	17.27	14.62	12.65	17.55	13.33	13.55	0.0	6.39	10.3	12.05	6.03	10.52	5.6	5.46	3.62	4.35
P35285	2.32	4.98	5.01	4.02	4.81	4.59	0.99	7.91	4.7	3.97	2.19	3.14	6.57	3.07	3.35	1.89	4.12	6.57	0.95	3.31	3.95	1.77	1.7	0.91	0.0	0.0	0.92	0.0	0.9	0.0	8.22	6.55	3.71	1.72	7.52	0.93	3.9	2.42	1.09
Q8VDJ3	0.0	3.74	0.0	0.0	1.2	0.0	0.0	0.0	0.94	0.99	0.0	4.19	0.0	0.0	1.68	0.94	0.0	0.0	0.0	1.65	0.0	0.0	0.85	0.0	0.97	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Q6ZWX6	3.48	7.47	0.0	2.01	0.0	0.0	6.9	7.03	1.88	1.99	0.0	0.0	4.93	4.6	2.51	0.0	4.12	3.29	2.85	3.31	0.0	0.0	1.7	0.0	0.0	0.9	0.0	1.03	0.0	0.0	2.74	0.0	0.93	1.72	0.0	0.0	0.0	0.0	0.0
Q9DBF1	13.94	7.47	5.01	9.04	4.81	8.03	5.92	6.15	5.64	7.94	5.49	4.19	3.28	6.14	9.22	5.67	9.27	5.75	4.75	3.31	8.89	4.43	3.39	3.64	11.69	7.23	10.16	7.18	9.93	0.0	16.44	13.11	11.12	12.07	6.76	5.6	6.24	0.0	0.0
A2ADY9	0.0	0.0	2.5	3.01	0.0	0.0	0.99	0.88	0.0	0.0	1.1	1.05	1.64	3.07	0.84	0.0	2.06	2.46	0.0	1.65	0.0	2.66	0.0	0.0	0.0	0.9	0.0	0.0	0.0	0.0	0.91	0.0	0.0	0.0	0.0	0.93	0.0	0.0	0.0
Q8CHH9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.29	0.0	0.0	0.0	0.0	0.0	2.73	0.0	0.0	0.0	0.0	3.61	0.0	4.57	2.81	0.0	0.0	3.01	0.0	0.0	0.0	0.0
Q9CR51	2.32	3.74	2.5	4.02	7.22	2.29	1.97	2.64	0.0	1.99	1.1	4.19	1.64	0.77	0.0	0.94	5.15	4.11	4.75	5.79	3.95	4.43	4.24	5.45	1.95	5.42	3.7	5.13	5.42	0.0	1.83	1.87	3.71	4.31	2.25	1.87	5.46	2.42	4.35
P16125	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.72	0.0	0.0	0.0	3.62	0.0
P97447	0.0	0.0	5.01	0.0	1.2	1.15	8.88	3.51	7.52	0.99	4.39	5.23	6.57	1.53	2.51	9.45	3.09	4.93	3.8	3.31	11.85	5.31	6.78	5.45	3.9	2.71	2.77	2.05	0.0	3.48	3.65	1.87	2.78	3.45	6.01	3.74	3.12	0.0	0.0
Q9CR57	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.64	0.0	0.0	0.0	0.0	2.46	0.0	0.84	1.89	0.0	3.29	0.0	0.83	0.0	0.89	1.7	1.82	0.0	2.71	3.7	0.0	0.0	0.0	1.83	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
H7BXB1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.85	0.0	0.0	0.0	0.0	0.0	0.0
Q9DCW4	0.0	3.74	1.25	2.01	0.0	0.0	2.96	0.88	0.0	0.0	0.0	0.0	1.64	0.77	6.71	3.78	3.09	3.29	5.7	0.0	2.96	1.77	2.54	2.73	0.97	0.0	0.0	6.15	0.0	0.0	3.65	0.94	1.85	3.45	5.26	0.93	3.12	3.62	5.43
P28798	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.77	0.0	0.0	0.0	0.0	0.0	0.0	0.99	0.0	0.0	0.0	0.97	0.0	0.0	4.1	0.0	0.0	2.74	0.94	0.93	0.86	1.5	0.0	0.0	0.0	0.0
Q80V42	20.91	14.95	11.27	26.11	15.64	14.91	16.76	14.93	13.17	19.85	19.75	20.93	22.17	14.58	28.5	26.46	28.83	19.72	38.02	24.81	34.58	21.24	37.29	23.63	30.21	29.83	26.79	34.87	24.38	20.89	26.48	15.91	24.09	13.79	19.54	16.81	14.81	15.7	6.52
P24549	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.46	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.85	2.05	0.0	0.0	0.0	0.0	0.0	4.31	0.0	2.8	0.0	0.0	0.0
Q3UV17	0.0	2.49	1.25	0.0	2.41	2.29	0.0	0.0	0.0	0.99	4.39	0.0	1.64	0.0	0.0	20.79	1.03	0.0	1.9	0.0	0.0	0.0	0.0	0.91	0.0	0.0	0.0	0.0	0.9	0.0	1.83	1.87	20.39	0.0	1.5	6.54	0.0	3.62	4.35
P61759	1.16	0.0	0.0	6.03	1.2	2.29	1.97	0.0	0.0	3.97	0.0	0.0	0.82	2.3	5.03	3.78	0.0	3.29	4.75	0.83	0.0	0.0	0.85	0.0	0.97	0.0	0.0	4.1	0.0	0.0	0.0	0.0	0.0	0.86	0.0	0.0	0.0	0.0	0.0
