UniqueID	P0.5 A	P0.5 B	P0.5 C	P1 d	P1 h	P1 i 	P1.5 c	P1.5 d	P1.5 g	P2.5 c	P2.5 g	P2.5 j	P4 a	P4 b	P4 f	P5 a	P5 b	P5 f	P7 a	P7 b	P7 c	P10 d	P10 e	P10 f	P13.5 a	P13.5 b	P13.5 c	P15 a	P15 b	P15 c	P19 c	P19 e	P19 f	P23 d	P23 e	P23 f 	P28c	P28d	P28e
Q9DCL8	1.16	2.49	1.25	0.0	0.0	2.29	0.99	1.76	0.0	0.0	0.0	2.09	0.0	1.53	5.87	2.83	1.03	3.29	1.9	2.48	0.99	2.66	2.54	3.64	4.87	5.42	1.85	2.05	3.61	1.74	2.74	1.87	2.78	3.45	2.25	4.67	3.12	3.62	5.43
Q9Z0K8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.53	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9	0.0	1.83	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
O35887	2.32	1.25	2.5	3.01	3.61	3.44	5.92	2.64	0.0	5.96	4.39	3.14	3.28	1.53	5.87	1.89	3.09	0.0	1.9	6.62	6.91	10.62	5.09	4.55	12.67	5.42	7.39	6.15	4.52	5.22	2.74	3.74	3.71	3.45	4.51	2.8	4.68	0.0	4.35
Q8BMK4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.77	0.0	0.0	0.0	0.82	3.8	0.0	0.0	0.0	0.0	0.0	2.92	1.81	0.92	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
P08228	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.99	0.0	0.0	0.0	0.0	4.19	3.78	2.06	0.0	4.75	2.48	0.0	3.54	1.7	0.0	4.87	4.52	3.7	2.05	3.61	0.0	4.57	2.81	0.93	10.34	4.51	9.34	7.8	12.08	8.69
Q6IRU2	61.56	75.97	82.64	95.42	78.2	78.0	58.18	58.86	57.37	68.48	72.43	83.7	54.19	70.6	76.27	86.93	85.46	77.23	66.53	67.81	60.26	74.35	69.5	85.45	58.46	80.45	63.75	63.58	70.44	50.48	64.83	60.85	75.99	64.64	66.14	68.18	64.7	76.08	70.61
Q6IRU5	5.81	2.49	5.01	0.0	4.81	4.59	0.0	3.51	0.0	0.0	0.0	1.05	0.0	1.53	0.0	0.0	2.06	1.64	0.0	1.65	0.0	2.66	0.0	0.91	0.0	1.81	0.92	0.0	0.0	0.0	0.0	0.0	0.0	1.72	3.01	1.87	1.56	2.42	1.09
Q61074	1.16	0.0	0.0	0.0	0.0	0.0	0.0	0.88	1.88	0.0	1.1	2.09	2.46	0.0	0.0	1.89	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
P46638	6.97	6.23	16.28	16.07	19.25	26.38	22.68	11.42	11.29	10.92	15.36	14.65	12.32	15.35	21.79	17.01	18.53	9.04	13.31	18.19	10.87	21.24	9.32	10.91	18.51	18.08	12.93	24.61	18.96	43.51	13.7	14.04	14.83	12.93	18.04	27.09	14.81	30.19	35.85
O08999	2.32	0.0	1.25	3.01	1.2	2.29	1.97	2.64	1.88	6.95	2.19	2.09	2.46	6.14	9.22	6.61	3.09	7.39	7.6	8.27	1.98	14.16	10.17	5.45	7.8	4.52	7.39	2.05	8.13	0.0	1.83	4.68	5.56	1.72	1.5	0.0	1.56	0.0	0.0
Q9QVP4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.64	0.0	0.0	0.0	0.0	0.0	3.84	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.72	0.0	0.93	0.0	1.21	0.0
Q9CRD2	10.45	6.23	7.51	6.03	7.22	4.59	3.94	4.39	3.76	4.96	3.29	5.23	5.75	3.84	5.03	3.78	2.06	4.11	1.9	4.13	3.95	4.43	6.78	3.64	1.95	7.23	2.77	4.1	3.61	0.0	3.65	0.0	2.78	0.0	0.0	0.0	0.0	0.0	0.0
Q62523	1.16	3.74	0.0	8.04	2.41	2.29	7.89	5.27	1.88	0.0	5.49	6.28	6.57	3.84	8.38	7.56	5.15	10.68	0.0	11.58	4.94	6.2	8.48	8.18	3.9	5.42	5.54	5.13	2.71	3.48	14.61	9.36	0.0	4.31	10.52	7.47	8.57	4.83	4.35
Q9CQ62	6.97	3.74	2.5	8.04	4.81	3.44	10.85	11.42	4.7	9.93	10.97	12.56	11.5	11.51	15.09	15.12	6.18	13.97	6.65	14.88	15.81	7.08	18.65	11.82	9.74	10.85	8.31	9.23	14.45	17.41	10.96	11.23	5.56	7.76	8.27	3.74	11.69	4.83	13.04
Q8BQ46	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.05	0.0	0.0	0.0	0.0	0.0	3.29	0.0	2.48	0.0	0.0	2.54	0.0	0.0	0.0	1.85	0.0	0.0	0.0	0.0	3.74	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Q62356	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.53	3.35	0.0	1.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9	0.92	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Q9QXT0	6.97	7.47	13.77	10.04	12.03	14.91	2.96	2.64	4.7	10.92	4.39	6.28	3.28	8.44	14.25	10.39	5.15	8.22	9.5	8.27	11.85	9.74	10.17	16.36	9.74	12.65	11.09	13.33	8.13	10.44	3.65	3.74	5.56	6.03	7.52	12.14	7.02	9.66	14.12
O08997	2.32	1.25	0.0	2.01	0.0	1.15	3.94	1.76	4.7	0.0	0.0	0.0	0.82	0.77	1.68	3.78	6.18	0.0	1.9	2.48	0.0	3.54	4.24	4.55	0.97	2.71	7.39	3.08	0.9	0.0	0.91	1.87	0.93	1.72	0.75	2.8	1.56	0.0	0.0
Q62417	0.0	2.49	0.0	2.01	0.0	0.0	0.0	0.0	0.94	1.99	0.0	1.05	0.0	0.77	2.51	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9	1.85	0.0	0.0	0.0	2.74	3.74	1.85	0.86	7.52	0.93	1.56	0.0	0.0
Q8C1B1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.82	0.0	1.65	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Q8C1B7	13.94	9.96	8.77	6.03	8.42	10.32	13.81	14.93	14.11	13.9	7.68	18.83	13.96	13.81	9.22	15.12	9.27	10.68	7.6	14.06	20.75	13.28	18.65	18.18	17.54	17.17	12.93	21.54	14.45	15.67	17.35	18.72	14.83	11.2	15.78	16.81	11.69	3.62	4.35
Q99M71	1.16	4.98	1.25	1.0	4.81	2.29	0.0	0.0	0.0	1.99	4.39	4.19	0.0	0.77	0.84	0.0	4.12	0.82	0.0	0.83	1.98	3.54	1.7	3.64	3.9	3.62	3.7	4.1	0.9	0.0	0.0	0.0	0.0	0.86	0.75	1.87	2.34	0.0	0.0
Q922V4	0.0	4.98	1.25	1.0	0.0	0.0	0.0	3.51	0.94	1.99	0.0	0.0	1.64	3.84	2.51	0.0	0.0	0.82	0.0	1.65	0.99	0.0	1.7	0.0	0.0	0.9	0.0	0.0	0.0	0.0	0.91	0.0	0.0	0.0	0.75	0.0	0.0	0.0	0.0
P26638	11.62	8.72	7.51	6.03	9.62	12.62	11.83	7.91	0.94	7.94	6.58	5.23	5.75	12.28	10.06	7.56	8.24	8.22	4.75	4.96	9.88	4.43	18.65	10.91	0.97	3.62	6.47	0.0	13.55	0.0	5.48	8.43	4.63	6.03	1.5	1.87	7.02	1.21	6.52
Q9D1R9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.15	0.0	0.0	4.96	2.96	0.89	0.85	1.82	4.87	3.62	0.92	5.13	0.0	1.74	0.91	0.0	0.0	0.0	0.75	0.0	1.56	0.0	2.17
P20029	26.71	37.36	36.31	29.13	32.48	27.53	25.64	20.21	23.51	31.76	35.12	25.11	18.88	14.58	20.12	20.79	27.8	23.0	37.07	32.25	18.77	32.75	23.73	11.82	29.23	33.44	28.64	30.77	24.38	29.59	34.7	30.89	29.65	14.65	20.29	23.35	27.28	26.57	29.33
P47955	5.81	4.98	0.0	6.03	2.41	1.15	3.94	3.51	5.64	4.96	2.19	7.32	3.28	0.77	5.87	6.61	2.06	5.75	6.65	4.13	3.95	6.2	3.39	3.64	3.9	5.42	3.7	4.1	3.61	5.22	1.83	2.81	3.71	4.31	3.76	1.87	3.12	0.0	0.0
Q9CQ92	9.29	9.96	2.5	11.05	9.62	6.88	9.86	7.03	7.52	6.95	2.19	8.37	5.75	3.07	3.35	7.56	6.18	3.29	9.5	2.48	4.94	10.62	4.24	8.18	7.8	6.33	5.54	6.15	7.22	10.44	7.3	11.23	7.41	6.03	5.26	7.47	6.24	2.42	8.69
P23780	3.48	2.49	0.0	13.06	0.0	2.29	0.0	6.15	5.64	1.99	0.0	2.09	3.28	1.53	1.68	0.0	0.0	2.46	1.9	0.83	1.98	0.0	1.7	0.0	0.0	0.0	0.0	0.0	0.9	0.0	4.57	0.0	1.85	0.86	1.5	0.0	0.0	0.0	0.0
Q6URW6	0.0	0.0	0.0	2.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.28	0.0	0.77	0.0	0.0	0.0	0.0	5.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.85	2.05	0.0	0.0	0.0	0.94	0.0	0.0	0.0	0.0	0.0	0.0	1.09
P49443	0.0	0.0	2.5	0.0	3.61	1.15	1.97	3.51	0.0	0.99	3.29	2.09	6.57	0.0	2.51	3.78	2.06	2.46	0.0	1.65	1.98	1.77	4.24	3.64	1.95	1.81	0.92	1.03	1.81	0.0	2.74	3.74	3.71	2.59	1.5	0.0	3.12	0.0	0.0
F6TQW2	1.16	0.0	2.5	0.0	0.0	0.0	0.0	0.0	3.76	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.75	0.0	4.96	0.99	13.28	10.17	7.27	0.0	0.0	0.0	0.0	14.45	0.0	0.0	4.68	0.0	5.17	0.75	0.0	0.0	0.0	0.0
O70133	0.0	0.0	0.0	0.0	0.0	1.15	0.0	0.0	0.0	0.0	0.0	3.14	0.0	0.0	0.0	0.0	0.0	0.0	0.95	0.83	0.0	1.77	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
A2ASS6	4.65	2.49	1.25	1.0	0.0	4.59	1.97	0.0	2.82	0.0	3.29	0.0	1.64	0.0	0.84	0.94	2.06	1.64	0.95	0.0	0.0	0.0	0.0	0.0	0.0	0.9	0.92	0.0	0.9	0.0	1.83	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Q99020	18.58	18.68	20.03	22.1	21.66	20.65	25.64	21.96	15.99	18.86	26.34	19.88	18.06	16.11	22.63	19.84	22.65	23.83	22.81	23.98	25.68	17.7	24.58	28.18	25.33	24.41	22.17	32.82	29.8	33.07	17.35	19.66	22.24	24.13	21.04	20.55	21.83	19.32	27.16
P97300	0.0	0.0	0.0	0.0	1.2	0.0	0.0	0.0	0.0	0.99	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.95	1.65	0.99	0.0	1.7	0.0	0.97	1.81	0.0	2.05	0.9	0.0	3.65	5.62	0.0	0.86	0.0	0.0	3.12	1.21	0.0
O54931	0.0	0.0	0.0	0.0	1.2	2.29	1.97	2.64	0.94	6.95	1.1	4.19	4.11	6.91	4.19	11.34	0.0	4.11	0.95	1.65	0.99	4.43	6.78	10.0	7.8	5.42	9.24	9.23	7.22	0.0	5.48	7.49	3.71	4.31	7.52	3.74	3.12	0.0	0.0
Q61205	4.65	4.98	11.27	5.02	8.42	11.47	5.92	1.76	3.76	3.97	6.58	4.19	0.82	0.0	5.03	5.67	7.21	3.29	5.7	1.65	1.98	3.54	2.54	3.64	3.9	7.23	4.62	4.1	7.22	0.0	3.65	5.62	7.41	4.31	4.51	3.74	3.9	0.0	3.26
Q91YT0	2.32	0.0	0.0	0.0	1.2	0.0	0.0	1.76	8.46	2.98	0.0	0.0	2.46	9.98	0.0	0.0	1.03	1.64	0.95	0.0	0.99	0.0	0.85	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.74	0.0	0.0	0.0	0.75	0.0	0.0	0.0	0.0
Q9D2G2	4.65	2.49	10.02	1.0	0.0	0.0	3.94	8.78	9.4	4.96	2.19	9.42	4.93	12.28	10.06	8.5	5.15	0.82	5.7	5.79	1.98	5.31	2.54	3.64	9.74	5.42	7.39	8.2	0.9	0.0	10.96	6.55	6.49	6.03	9.02	4.67	3.12	2.42	11.95
Q9DBR7	2.32	3.74	6.26	5.02	3.61	0.0	3.94	4.39	6.58	3.97	2.19	4.19	5.75	4.6	0.84	5.67	0.0	0.82	0.95	2.48	1.98	4.43	4.24	0.91	1.95	1.81	3.7	6.15	1.81	0.0	0.0	0.94	0.93	0.0	0.0	0.0	0.78	0.0	0.0
Q99KB8	4.65	2.49	2.5	2.01	0.0	0.0	0.0	3.51	0.0	0.0	2.19	0.0	2.46	1.53	0.84	1.89	2.06	1.64	1.9	0.83	0.0	1.77	2.54	7.27	2.92	5.42	3.7	1.03	4.52	0.0	0.0	0.94	3.71	3.45	3.76	3.74	5.46	0.0	6.52
P21126	1.16	3.74	2.5	6.03	1.2	1.15	0.0	0.88	4.7	2.98	0.0	0.0	2.46	3.07	2.51	0.0	0.0	2.46	0.0	2.48	0.99	0.0	1.7	0.0	0.0	1.81	1.85	2.05	0.0	0.0	1.83	1.87	1.85	0.0	2.25	0.0	0.0	2.42	1.09
Q02566	0.0	0.0	0.0	7.03	0.0	0.0	0.0	0.0	0.94	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.92	0.0	0.0	0.0	4.57	0.0	0.0	64.64	0.0	0.0	0.0	84.53	0.0
P31786	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.51	1.88	0.0	0.0	0.0	0.0	0.0	1.68	0.94	0.0	0.82	0.0	3.31	0.0	0.89	1.7	1.82	0.0	1.81	1.85	0.0	1.81	0.0	0.0	3.74	1.85	0.0	0.75	0.0	1.56	0.0	1.09
Q6P1A9	2.32	2.49	0.0	0.0	0.0	0.0	1.97	4.39	3.76	0.99	0.0	2.09	2.46	1.53	3.35	3.78	5.15	2.46	6.65	3.31	1.98	1.77	0.85	3.64	1.95	4.52	3.7	2.05	1.81	0.0	2.74	1.87	1.85	0.0	1.5	0.0	2.34	0.0	0.0
P26350	2.32	0.0	2.5	4.02	0.0	0.0	0.0	0.0	2.82	0.0	0.0	2.09	0.0	0.77	1.68	0.0	1.03	0.0	0.0	0.83	0.0	0.89	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.48	0.0	0.0	0.86	0.0	0.0	0.0	0.0	0.0
E9PV24	8.13	3.74	1.25	6.03	12.03	10.32	4.93	0.88	15.05	4.96	18.66	8.37	6.57	3.84	0.0	0.0	8.24	12.32	3.8	1.65	2.96	10.62	0.0	6.36	0.97	0.9	2.77	4.1	9.03	1.74	0.0	12.17	2.78	33.61	4.51	16.81	5.46	0.0	2.17
P97821	3.48	4.98	0.0	1.0	1.2	5.74	4.93	1.76	1.88	0.0	2.19	2.09	2.46	6.91	3.35	3.78	4.12	4.11	3.8	5.79	0.0	1.77	4.24	3.64	4.87	5.42	4.62	4.1	4.52	0.0	18.26	8.43	2.78	5.17	0.75	3.74	4.68	4.83	4.35
P97822	0.0	0.0	0.0	2.01	0.0	0.0	0.0	0.0	0.0	0.99	0.0	0.0	0.82	3.84	5.03	1.89	0.0	2.46	3.8	2.48	1.98	3.54	1.7	1.82	0.0	0.0	5.54	0.0	0.9	0.0	0.0	0.0	2.78	0.86	0.75	1.87	0.78	2.42	2.17
B2RQE5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Q9QZD9	2.32	1.25	3.76	1.0	2.41	2.29	0.0	3.51	2.82	1.99	4.39	4.19	0.82	3.07	0.84	3.78	4.12	2.46	2.85	2.48	1.98	3.54	0.0	3.64	3.9	3.62	1.85	2.05	3.61	0.0	0.0	1.87	0.0	1.72	3.01	0.0	3.9	0.0	2.17
P14152	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.51	0.0	0.0	0.0	0.95	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.72	0.0	0.0	0.0	0.0	0.0
Q9WU28	5.81	2.49	1.25	7.03	1.2	1.15	3.94	5.27	3.76	3.97	0.0	4.19	2.46	6.14	6.71	1.89	1.03	1.64	0.0	3.31	0.0	3.54	0.0	0.91	0.97	2.71	1.85	1.03	5.42	0.0	1.83	1.87	0.0	0.0	0.0	0.0	1.56	0.0	0.0
O08638	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.5	0.0	0.0	2.66	0.0	0.0	0.0	0.0	2.77	4.1	0.0	0.0	2.74	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.17
Q8CEH8	13.94	7.47	1.25	17.07	4.81	5.74	6.9	6.15	7.52	4.96	7.68	5.23	4.93	8.44	14.25	10.39	10.3	9.04	10.45	4.96	4.94	4.43	6.78	4.55	1.95	4.52	5.54	3.08	4.52	3.48	2.74	4.68	1.85	1.72	4.51	1.87	4.68	2.42	4.35
P34152	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.51	3.78	0.0	0.0	0.95	0.83	0.0	1.77	0.0	0.0	0.0	0.9	2.77	2.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
P57759	8.13	7.47	5.01	8.04	0.0	5.74	6.9	5.27	7.52	4.96	4.39	4.19	4.11	3.07	8.38	4.72	9.27	3.29	4.75	8.27	5.93	3.54	5.93	8.18	8.77	9.94	7.39	4.1	7.22	0.0	6.39	3.74	4.63	4.31	4.51	1.87	6.24	4.83	4.35
Q8BWG8	2.32	1.25	3.76	5.02	9.62	9.18	4.93	2.64	0.94	9.93	8.78	5.23	4.11	2.3	3.35	1.89	5.15	5.75	6.65	3.31	1.98	7.08	4.24	6.36	4.87	7.23	4.62	9.23	4.52	0.0	3.65	9.36	6.49	9.48	6.01	12.14	8.57	13.28	8.69
Q8VEH3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.64	0.0	1.65	1.98	0.0	6.78	2.73	0.97	0.0	2.77	0.0	2.71	0.0	3.65	3.74	1.85	2.59	5.26	1.87	1.56	3.62	0.0
D3YVF0	4.65	7.47	10.02	4.02	2.41	3.44	4.93	8.78	10.35	8.93	7.68	8.37	14.78	9.98	8.38	14.17	11.33	7.39	3.8	6.62	6.91	7.97	13.56	12.73	13.64	13.56	15.71	8.2	15.35	5.22	16.44	10.3	7.41	7.76	3.76	9.34	6.24	1.21	7.6
Q03265	5.81	8.72	2.5	7.03	3.61	1.15	1.97	1.76	1.88	0.0	3.29	10.46	0.0	3.84	0.0	0.0	0.0	2.46	8.55	2.48	0.99	3.54	5.09	0.91	0.0	1.81	3.7	7.18	0.9	0.0	1.83	0.0	0.0	12.07	0.75	5.6	3.12	22.94	6.52
Q8BSL7	6.97	6.23	6.26	11.05	9.62	12.62	19.72	7.91	9.4	11.91	6.58	2.09	16.42	10.74	16.76	7.56	6.18	12.32	4.75	13.23	3.95	10.62	9.32	7.27	9.74	9.04	12.01	6.15	17.16	0.0	6.39	14.98	10.19	12.07	3.76	3.74	7.8	3.62	6.52
Q58E70	83.63	83.44	70.12	87.38	87.82	78.0	81.85	60.62	69.59	72.45	98.76	87.89	59.94	62.15	81.3	72.76	78.25	69.01	70.33	69.46	96.81	90.28	70.35	72.72	88.67	78.64	68.37	76.92	77.66	137.5	68.48	89.87	65.8	81.01	84.17	93.4	88.87	148.54	101.03
Q60951	1.16	8.72	10.02	4.02	8.42	8.03	5.92	7.03	2.82	4.96	9.88	4.19	7.39	14.58	9.22	3.78	3.09	10.68	4.75	11.58	7.9	2.66	11.87	10.91	5.85	6.33	6.47	6.15	5.42	19.15	18.26	7.49	7.41	8.62	12.78	2.8	8.57	0.0	8.69
P11276	39.49	53.55	30.05	43.19	16.84	20.65	24.65	38.65	25.39	20.84	18.66	20.93	31.2	26.86	40.23	32.13	31.92	18.9	52.27	47.13	15.81	33.63	30.51	15.45	11.69	14.46	21.25	7.18	16.25	0.0	4.57	0.94	0.93	5.17	0.75	0.0	1.56	0.0	0.0
B7ZNM3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.97	0.9	0.0	0.0	0.0	0.0	5.48	3.74	3.71	1.72	3.01	1.87	3.12	0.0	0.0
P58252	4.65	1.25	0.0	3.01	1.2	2.29	8.88	9.66	0.94	1.99	0.0	6.28	7.39	4.6	2.51	9.45	4.12	4.93	5.7	0.0	0.0	2.66	0.0	0.0	0.0	1.81	1.85	0.0	0.0	0.0	0.0	2.81	0.93	0.86	0.75	0.0	0.0	0.0	1.09
P35278	31.36	24.91	18.78	33.15	32.48	29.82	20.71	37.77	30.09	32.75	28.53	29.3	36.95	33.76	39.39	31.18	37.07	32.86	26.61	25.63	25.68	23.01	35.6	23.63	39.95	28.92	33.26	36.92	27.09	29.59	35.61	37.44	23.17	26.72	31.57	33.63	24.17	28.98	32.59
Q8K4G1	11.62	16.19	18.78	21.09	12.03	25.23	17.75	21.08	21.63	23.82	31.82	21.97	13.96	26.86	11.73	12.28	18.53	16.43	26.61	27.29	29.64	30.09	22.04	35.45	38.98	28.02	34.18	31.79	37.02	50.48	19.18	29.02	31.51	23.27	29.31	35.49	27.28	37.44	27.16
Q9QYB1	6.97	11.21	2.5	13.06	22.86	24.09	11.83	19.33	16.93	13.9	21.95	6.28	22.99	17.65	15.09	9.45	16.47	27.93	11.41	18.19	12.84	25.67	23.73	28.18	20.46	31.64	24.95	20.51	42.44	26.11	18.26	23.4	18.53	22.41	37.58	32.69	28.84	18.11	17.38
Q8CHP5	8.13	2.49	7.51	0.0	1.2	4.59	1.97	0.88	3.76	4.96	3.29	5.23	3.28	0.77	3.35	0.94	0.0	4.93	0.0	0.83	1.98	1.77	9.32	2.73	5.85	3.62	0.92	1.03	1.81	0.0	2.74	0.94	0.93	0.0	1.5	4.67	3.12	0.0	0.0
Q9CQV8	5.81	7.47	5.01	12.05	9.62	6.88	9.86	6.15	6.58	13.9	7.68	5.23	4.93	6.14	7.54	10.39	13.39	9.86	11.41	4.13	6.91	15.93	5.93	5.45	20.46	9.04	2.77	15.38	8.13	0.0	7.3	14.98	14.83	13.79	12.03	22.42	6.24	14.49	11.95
O09159	9.29	9.96	3.76	10.04	13.23	12.62	4.93	5.27	2.82	11.91	10.97	5.23	1.64	2.3	0.84	2.83	4.12	1.64	8.55	5.79	7.9	11.51	5.09	11.82	6.82	8.13	11.09	11.28	8.13	0.0	1.83	3.74	7.41	1.72	0.75	0.93	5.46	0.0	0.0
P09405	39.49	54.8	51.34	26.11	34.89	44.73	36.49	41.29	40.44	39.7	40.6	38.71	45.16	33.76	43.58	38.74	40.16	35.33	20.91	36.38	31.61	23.01	28.82	28.18	31.18	28.92	25.87	22.56	19.87	48.74	20.09	27.15	25.95	21.55	24.05	24.29	29.62	19.32	30.42
P07759	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.45	0.0	0.0	0.0	0.0	0.0
P07758	0.0	0.0	0.0	0.0	0.0	3.44	0.0	0.0	0.0	0.0	0.0	1.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.65	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.52	0.0	0.0	1.87	0.0	12.07	0.0	0.93	5.46	2.42	0.0
P57722	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.18	0.0	7.94	0.0	0.0	0.0	3.07	5.87	7.56	0.0	9.04	0.0	0.0	12.84	9.74	8.48	11.82	0.0	6.33	5.54	0.0	3.61	0.0	9.13	11.23	6.49	6.89	11.27	8.41	5.46	0.0	0.0
P29758	2.32	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.82	0.0	0.0	0.0	2.46	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.77	1.7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
P54227	10.45	11.21	15.03	12.05	7.22	5.74	6.9	6.15	7.52	7.94	15.36	9.42	4.93	14.58	22.63	12.28	27.8	9.04	11.41	14.88	6.91	11.51	13.56	5.45	4.87	5.42	3.7	4.1	4.52	6.96	8.22	8.43	8.34	8.62	5.26	10.27	7.8	8.45	13.04
P49312	19.75	19.93	20.03	8.04	14.44	10.32	27.61	19.33	12.23	16.87	16.46	17.79	26.27	24.56	20.12	21.73	12.36	30.4	8.55	19.85	12.84	18.59	29.67	24.54	12.67	11.75	20.33	10.26	12.64	40.03	18.26	16.85	13.9	8.62	15.03	7.47	10.13	4.83	8.69
Q08093	5.81	6.23	2.5	3.01	7.22	2.29	3.94	5.27	2.82	6.95	1.1	1.05	9.85	8.44	5.87	7.56	2.06	7.39	4.75	8.27	3.95	7.08	11.02	3.64	3.9	0.0	3.7	2.05	5.42	0.0	1.83	2.81	2.78	0.86	5.26	0.0	5.46	0.0	0.0
Q04447	1.16	6.23	8.77	2.01	0.0	5.74	2.96	1.76	4.7	3.97	3.29	0.0	8.21	8.44	19.28	4.72	19.56	9.04	12.36	9.1	18.77	12.39	11.87	14.54	19.49	20.79	19.4	13.33	17.16	3.48	14.61	14.04	20.39	19.82	18.04	22.42	19.49	7.25	9.78
Q08091	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.91	1.88	0.0	2.19	1.05	1.64	4.6	0.84	0.0	3.09	0.0	0.95	0.0	4.94	1.77	0.0	0.0	0.0	0.0	1.85	3.08	0.0	0.0	0.0	0.0	0.0	3.45	0.0	0.93	1.56	2.42	8.69
Q61206	0.0	2.49	5.01	2.01	2.41	4.59	3.94	3.51	4.7	3.97	4.39	4.19	0.82	1.53	2.51	3.78	4.12	4.11	3.8	4.96	5.93	3.54	3.39	3.64	3.9	3.62	3.7	4.1	3.61	3.48	3.65	5.62	2.78	4.31	3.01	3.74	1.56	4.83	4.35
