Gene	p0.5	P0.5	p0.5	p1	P1	P1	P1.5	P1.5	P1.5	P2	P2	P2	p2.5	P2.5	P2.5	P3	P3	P3	P3.5	P3.5	P3.5	P4	P4	P4	p4.5	P4.5	P4.5	P4.5	P5	P5	P5	P5.5	p5.5	P5.5	P5.5	P6	P6	P6	P6	P6	P6.5	P6.5	P6.5	P7	p7	P7	P7.5	p7.5	P7.5	P8	P8	P8	P8	P8.5	p8.5	P8.5	P8.5	P8.5	P9	P9	P9	P9	P9	P9.5	P9.5	P9.5	P10	P10	P10	P10	P10.5	p10.5	P10.5	P11	P11	P11	P11	P11.5	P11.5	P11.5	P12	P12	P12	P12	P12	P12.5	P12.5	p12.5	p12.5	P12.5	P13	P13	P13	P13	P13	P13	P13.5	P13.5	p14	P14	p14	p14	P14	P15	p15	P15	P16	P16	P16	P16	P16	p17	p17	p17	p18	P18	p18	P18	p19	p19	P20	P20	P20	P20	p21	p21	p21	P22	p22	P22	P23	P23	P23	P24	P24	P24	P24	P24	P25	P25	p25	P25	P26	P26	P26	p26	P27	P27	P27	P28	P28	P28	P28
mmu-miR-485	-81.8990713186	34.3915846427	191.035584023	106.737813786	-3.33604447841	1216.40106912	166.437322318	5978.54833347	6186.8991796	-52.0343904982	-18.8502841616	-25.1042512498	-114.120193363	-81.4485182548	897.16923575	229.932475082	-100.958420496	-42.4096939276	-95.3239958081	141.097598192	586.679306133	565.120579785	75.2547074815	-75.4013179189	2788.83263601	-137.800803038	792.990820172	56.2929922526	716.596626327	-21.5493436514	-22.0887980118	73.0164275759	-82.712217521	514.908170189	506.850626744	-132.106303479	-84.4029649437	246.092574434	-109.592499581	27232.1662115	-33.6636810281	-80.3824971292	949.16781656	-66.0370184204	-111.132003509	791.108098097	-57.7852626868	111.987852922	924.031328838	-65.4117683063	-106.332769226	4488.5077934	16449.0453549	588.905032526	14516.1079099	175.076467014	6364.83182485	1405.49841105	3185.653387	-39.4555113304	-5.45811871268	6.16119328028	-58.5974159683	137.107168661	-19.7244074107	922.211974682	657.00541108	799.567114154	-123.928286861	1353.28011068	957.522774251	-107.373418288	-108.361620492	-25.7038368588	-21.9250638035	14.2055526889	678.599584426	-59.2346446246	55.9738268868	424.667330022	791.824450312	423.94283034	147.025120935	-62.4674187019	173.264535963	528.437898863	-43.6382745944	947.738659616	-128.742274996	772.466715369	874.532487432	438.457830083	940.452393808	31.3050051967	-16.9060313325	224.819621804	150.09301812	84.7438346452	47.711034679	-77.4116175318	-38.2988694544	373.598331031	102.703673252	334.665775158	-64.2717929187	8096.30537369	1165.60085377	695.025042646	242.76174218	914.628552695	193.956030941	75.2332386527	4798.54654175	617.069496615	60.5841738397	-136.697957016	2013.46648727	-20.6936982026	27.7174635278	190.251202004	1269.07964498	25364.3106828	1447.65448974	28997.1439447	75.4602459677	36.7005676419	461.058780283	60.3558554934	-25.6782577628	-126.943947499	96.973238183	4790.5564658	5261.9336404	60.1548135526	709.432921806	330.433503586	-8.0533250797	278.93027775	-132.616648296	-118.724920428	-39.5011020807	-49.0615123361	15.2874742174	-93.2883713214	-54.0960891711	-35.8392732752	-18.3737146136	-47.0238338914	-69.82705695	553.726627116	22448.9124573	28.2739078509	1078.8609806
mmu-miR-486	-56.4067041359	71.9488091265	191.035584023	137.511480682	15.6201267012	1190.63695522	209.910257268	5575.83141577	5949.18003723	-56.281252595	-30.1444363009	-9.83586144526	-70.8938294204	-63.8483688795	808.293202678	248.49198372	-66.8084146143	37.8107024119	-104.729286397	99.6543808072	601.555365264	536.600601399	50.1835692099	-68.8236975349	2614.77629258	-136.514492839	644.094544879	79.0855060101	682.751347928	-32.6028420146	-16.7049263888	124.228777396	-40.7847524006	451.929649079	439.350316061	-109.29416917	-50.8911580967	257.804341816	-100.567171284	27045.6418765	-42.6993584436	-78.002029567	810.947427929	99.224532147	8.82097344044	866.954436175	-63.059773261	43.6674443563	924.031328838	-73.4654930715	-117.529852724	4771.83231428	15823.7225262	594.34006625	14216.8659712	112.798784066	5853.54412353	1330.63182641	3008.06684904	-38.0386240424	-6.60639248218	9.97538091717	5.9381940783	9.7157187126	-68.3482869466	845.629036611	555.790863385	892.53338523	-127.313063032	1276.48440155	987.542163543	-98.9551293896	-96.8957288444	-43.0316267594	-29.5960941992	21.1577964602	701.948574184	-76.8402707057	55.9738268868	403.753363597	719.997346681	501.146657621	154.662391069	-60.5200989859	168.61930742	538.107828314	-65.3263733223	940.13071396	-104.145418945	734.741253041	819.754722231	398.574232321	878.786555656	41.6831507969	-12.4568423523	281.561206295	109.725648348	77.1729323241	45.009783602	-69.8245509355	-42.1064698868	386.153672838	98.1701398363	370.018775698	-66.5275882604	7140.57079103	1062.68140181	668.0584331	216.547158431	880.907611351	212.508834051	271.400498715	4236.3473766	794.859711575	222.208995922	-18.2417390581	1942.19334416	-1.68845622045	92.9131372839	153.496137765	1229.94951304	25029.1035647	1567.78224758	29195.539554	57.6153665179	25.7347947894	456.992297285	122.782432057	92.5217654217	5.2498115368	205.982902362	4726.07362002	5226.27898861	94.4329221826	664.764642999	304.781969421	-2.30265318453	258.56141761	-112.416104465	-105.470093952	-33.7444187045	-43.3525007913	50.7062732284	-64.4621817705	15.2997260051	49.0831646746	-2.65466039919	-22.2431389853	-56.9929973605	529.310132418	21257.6531933	6.45260578165	1094.65991562
mmu-miR-487b	-62.5866719378	32.758661839	123.951906637	92.1608136779	-12.4630898612	1036.0522718	136.006267852	5495.28803223	5671.8410378	-42.8328559552	-28.0909540937	-40.3726410544	-104.023524413	-78.6484944905	815.129820607	222.972659342	-92.6796311911	-41.2470794879	-84.1552132339	101.835602775	551.968501495	451.040666242	43.2193641345	-83.9522244181	2595.43669886	-124.937701046	667.917948926	48.1528087678	564.292873529	-47.801402264	-26.126701729	67.107310289	-82.1378686837	456.128217153	423.467890018	-126.78347214	-78.3099091534	216.81315598	-120.874159952	26486.0688715	-46.8064845415	-67.6866701309	778.037811588	-74.369533575	-111.994974566	683.659119153	-53.4697540352	43.6674443563	750.305811752	-88.4224104924	-113.458185998	4425.54678876	14885.7382831	539.989729008	14316.6132841	110.651277757	5853.54412353	1319.93660004	3030.26516628	-42.9977295504	-74.3545448828	-44.6946418783	-66.3861964912	19.6681757398	-63.8460758785	762.084013261	545.669408616	773.005322418	-125.282197329	1218.8876197	912.493690311	-111.965212232	-109.999605013	-39.5660687793	-29.5960941992	3.77718703199	649.413347229	-72.0895462076	44.620326156	407.239024668	648.170243051	369.900151244	147.025120935	-61.4937588439	147.715778977	528.437898863	-62.368905314	871.659203052	-128.077495102	810.192177697	792.365839631	405.82579555	901.911244963	13.1432503964	-28.7705352798	210.634225681	105.688911371	70.6835874774	39.607281448	-82.2397508203	-40.2026696706	365.228103159	100.436906544	334.665775158	-76.678667298	7190.87261117	1114.14112779	673.451755009	213.925700056	853.930858276	178.053628274	37.3763989915	4298.81395051	566.272292341	56.4750681936	-136.697957016	1913.68408692	-16.8926498062	22.7024117004	149.820631342	1239.73204603	24526.2928874	1403.97166871	29790.726382	47.8817959089	18.1431058916	440.726365295	50.4243546763	-44.6989511488	-132.890379567	82.2988603127	4726.07362002	4905.3871225	27.5906103541	625.679899043	314.401294733	-26.4554751442	246.922068958	-133.075751565	-123.585023469	-51.0144688329	-51.9160181085	17.5725580246	-96.7200605536	-47.7873787005	-48.9962707041	-23.9876625474	-58.1751465992	-77.5274927037	524.426833479	21108.7457853	15.8045923828	968.268435523
mmu-miR-488	-75.7191035167	49.0878898755	195.662044532	80.823146927	0.174357591891	1276.5173349	116.443447125	5656.37479931	5592.60132368	-44.2484766541	41.7274409489	-21.8324534346	-100.552794461	-72.4484418697	904.005853678	297.210693895	-105.097815148	-34.2713928497	-92.3848424991	134.55393229	616.431424395	503.327293282	76.6475484965	-37.2511196917	2904.87019829	-138.443958138	733.432310055	82.341579404	637.624310061	-27.076092833	-16.7049263888	80.8952506251	-80.4148221719	498.113897893	506.850626744	-138.949943772	-64.0927789758	216.81315598	-116.361495803	28351.3122214	-1.62809746405	-71.6541160679	850.438967538	-78.5357911524	-108.543090337	829.031267136	-53.9492549965	127.87632003	1000.47055636	-68.8633646343	-93.0998523649	4457.02729108	16344.8248835	637.820336044	14615.8552228	222.321605803	6535.26105862	1598.01248581	3230.05002149	-21.0359765863	-23.8304990247	22.6893397068	-45.2452207863	77.3924264976	-45.8372316059	873.477377728	727.855594466	912.454729031	-86.6957489773	1430.07581981	1070.0954841	-103.546923334	-101.809682408	23.9691608563	70.1273009443	71.5615638021	871.228749928	-45.5413798949	69.2195777394	435.124313234	708.026162743	400.781682156	218.815460196	-66.3620581338	161.651464606	600.962369747	23.3976669282	962.954550929	-122.094476063	841.630062971	1038.86578303	561.734404983	1086.90875942	36.4940779968	-15.4229683391	239.005017926	200.552230334	145.311053214	39.607281448	-76.0321508779	-38.2988694544	373.598331031	100.436906544	338.201075212	-60.8880999062	7442.38171187	1431.47610467	684.238398828	234.897367056	894.395987889	225.760836273	47.7009916264	4454.98038527	581.511453623	63.3235776039	-132.333780565	1999.21185865	-0.421440088299	34.4041992976	179.224682732	1464.73030464	26369.9320373	1393.05096345	29989.1219913	151.706549071	22.3607108348	473.258229276	58.9370696624	-24.3196368066	-126.486529648	84.3952000085	4919.52215735	5012.35107787	41.3018538061	692.682317253	314.401294733	-16.1042657329	284.749952076	-131.239338489	-110.330196993	-40.46054931	-43.9234019458	48.4211894213	-79.5616143924	-49.5898674064	-25.0744571971	-15.0053458534	-34.6334864383	-52.7149774973	539.076730297	22151.0976413	18.9219212498	991.96683804
mmu-miR-489	-77.2640954672	45.8220442682	216.481116824	93.7804803567	-8.25060737682	1207.81303116	118.617093872	5656.37479931	5354.8821813	-47.079718052	151.588739031	-25.1042512498	-100.552794461	-81.8485216496	897.16923575	292.570816736	-104.062966485	-47.0601516864	-91.7970118373	226.165254931	616.431424395	493.82063382	68.290502406	-67.5081734581	2614.77629258	-135.871337739	775.123267137	119.786423434	682.751347928	-28.4577801284	-12.6670226715	74.9861333382	-86.7326593818	565.290987077	475.085774658	-126.78347214	-77.294399855	222.669039671	-120.874159952	27605.2148814	3.30045385349	-75.6215620048	863.602814074	-52.1494931626	-112.857945623	810.069682616	-62.5802722997	73.855531862	791.999935853	-74.6160251808	-111.422352634	4425.54678876	14781.5178117	556.294830181	14516.1079099	153.601403929	5853.54412353	1394.80318467	3119.05843526	-28.1204130264	-11.1994875602	12.5181726751	-60.822781832	53.5065296323	-56.6425381695	887.401548287	737.977049235	892.53338523	-117.158734518	1324.48171976	904.988842988	-111.965212232	-90.3437907599	5.48618496235	25.3796236363	87.2041122875	766.158296018	-67.3388217095	59.7583271304	469.980923941	905.550697727	396.921490792	166.882023284	-76.0986567136	147.715778977	625.137193375	-4.20536781637	864.051257395	-124.753595636	703.303367768	874.532487432	409.451577165	955.868853345	41.6831507969	-6.5245903787	207.797146456	182.386913937	107.456541609	40.9579069865	-83.6192174742	-35.4431691301	419.634584324	116.304273499	316.989274888	-60.8880999062	7291.47625145	1131.29436978	711.205008373	211.304241682	853.930858276	199.256831829	58.0255842612	4673.61339394	551.033131058	63.3235776039	-131.710326786	1885.17482967	-11.8245852776	46.1059868949	159.009397401	1366.90497481	24861.5000056	1425.81307923	29195.539554	57.6153665179	20.6736688575	448.85933129	54.6807121693	-28.395499675	-118.253008324	101.165917574	4435.90081402	5012.35107787	43.0157592376	620.096364192	317.607736504	-5.75305632163	252.741743284	-123.434582918	-114.748472485	-33.7444187045	-39.3561927099	32.4256027711	-81.6206279317	-41.47866823	-3.54482504079	-2.65466039919	-22.2431389853	-60.415413251	548.843328176	20810.9309693	22.0392501169	1070.9615131
mmu-miR-490	-78.0365914424	34.3915846427	167.903281476	82.4428136057	-4.74020530653	1087.58049961	129.48532761	5978.54833347	5632.22118074	-49.2031491003	-17.8235430581	-36.0102439674	-119.799569647	-88.8485810603	849.31291025	218.332782183	-107.684936806	-41.2470794879	-92.3848424991	110.560490645	581.720619756	531.847271668	32.0766360138	-94.4764170325	2595.43669886	-139.087113238	656.006246903	64.4331757374	615.060791128	-32.6028420146	-9.97508686	71.0467218136	-84.4352640328	460.326785227	447.291529082	-130.585494525	-81.3564370485	231.452865207	-123.882602717	27978.2635514	-53.3778862982	-78.7955187544	784.619734856	-60.4820083173	-109.406061395	753.184929058	-61.1417694158	46.845137778	805.89797722	-70.0138967436	-107.350685908	4519.98829572	14573.0768688	572.599931354	14416.360597	108.503771448	6194.40259108	1373.41273192	3008.06684904	-44.4146168384	-60.5752596488	-28.1664954518	-63.0481476957	-4.2177211255	-76.4522668693	873.477377728	581.094500309	819.488457956	-131.374794437	1180.48976514	957.522774251	-99.7204283803	-103.447666929	-29.1693948389	-39.8241347267	8.99136986046	661.087842108	-73.2073637366	67.3273276176	382.839397173	666.127018958	373.760342608	150.080028989	-58.5727792699	161.651464606	513.933004686	-74.1987773474	902.090985678	-130.071834782	759.89156126	826.601942881	380.445324247	886.494785425	22.2241277966	-21.3552203127	233.330859477	115.780753814	60.9495702074	39.607281448	-82.9294841473	-36.3950692382	398.709014645	118.571040207	327.59517505	-62.0159975771	7392.07989173	1096.9878858	619.518535918	221.790075181	840.442481739	204.557632718	56.3048188221	4330.04723746	586.59117405	60.5841738397	-134.204141901	1885.17482967	-15.6256336741	24.3740956428	166.360410249	1190.81938111	23855.8786511	1371.20955294	28600.352726	68.971198895	29.108878744	432.593399299	53.2619263383	-20.2437739382	-126.029111797	88.5878794	5080.7292718	5190.62433682	44.7296646691	653.597573297	307.988411191	-19.55466887	267.290929099	-130.321131952	-116.073955133	-34.7038659339	-40.4979950188	15.2874742174	-89.8566820891	-41.47866823	-33.4470919245	-29.6016104811	-51.9799728727	-79.238700649	534.193431358	21704.3754173	6.45260578165	976.167903029
mmu-miR-491	-84.9890552195	26.2269706244	135.51805791	80.823146927	-16.6755723455	1010.2881579	105.575213387	5414.74464869	5315.26232424	-56.281252595	-43.4920706473	-45.8256374131	-121.377174171	-92.8486150092	739.927023392	209.053027863	-114.928877447	-56.3610672041	-115.310238309	71.2984952278	507.340324102	465.300655435	33.4694770289	-103.027323532	2595.43669886	-141.659733636	644.094544879	35.1285151921	553.011114062	-58.8549006272	-30.1646054463	63.1678987643	-87.8813570564	397.348264117	399.644250953	-150.356010926	-91.5115300325	199.245504907	-133.660041705	26486.0688715	-58.3064376158	-84.3499430661	712.218578906	-81.3132962039	-130.117366767	677.33859098	-63.059773261	34.1343640914	743.356791069	-91.8740068203	-128.726936222	4457.02729108	14573.0768688	550.859796457	14516.1079099	82.7336957455	5597.90027287	1287.85092091	3074.66180077	-40.1639549744	-90.4303776559	-57.4086006679	-73.0622940822	-0.236738314613	-84.5562467919	741.197757424	490.001407384	773.005322418	-138.821302014	1199.68869242	792.416133141	-112.730511223	-114.094566316	-41.876440766	-51.3306803202	-1.43699579647	643.57609979	-76.2813619412	46.5125762778	382.839397173	642.184651081	358.319577151	128.695672613	-78.0459764296	150.038393248	509.09803996	-83.0711813724	864.051257395	-131.401394569	697.015790713	778.671398331	402.200013936	840.245406812	14.4405185965	-25.804409293	204.960067232	93.578700439	59.8680127329	34.204779294	-80.8602841665	-50.6735708597	377.783444967	95.9033731285	316.989274888	-75.5507696271	7140.57079103	1002.64505483	614.125214008	211.304241682	813.465728664	183.354429163	40.8179298698	4173.8808027	545.953410631	52.3659625474	-139.815225909	1842.41094381	-20.6936982026	16.0156759305	146.145124918	1132.12418321	23855.8786511	1349.36814242	28203.5615074	33.2814399955	15.6125429256	444.792848292	47.5867830143	-44.6989511488	-131.975543864	82.2988603127	4435.90081402	4905.3871225	36.1601375116	592.178689938	285.543318797	-28.7557439023	229.46304598	-135.371267909	-124.468678567	-49.0955743742	-55.3414250355	15.2874742174	-93.9747091678	-54.0960891711	-48.9962707041	-31.8471896546	-59.4141813445	-85.2279284575	504.89363772	20810.9309693	-4.45804525299	944.570033006
mmu-miR-493	-78.0365914424	75.2146547338	188.722353768	137.511480682	5.79100090437	1276.5173349	199.04202353	6179.90679232	6701.95732141	-46.3719077025	27.353065499	-14.1982585323	-101.183836271	-73.6484520544	965.535415036	274.011308097	-100.958420496	-26.1330917718	-90.0335198519	149.822486063	740.398583818	612.653877094	144.896758236	-66.1926493813	2885.53060458	-132.655562241	828.725926242	90.4817628888	829.414220993	-10.4958452882	2.13862429177	92.7134851989	-80.4148221719	607.276667817	594.20396998	-122.221045279	-64.0927789758	304.651411343	-102.071392667	29097.4095613	-17.2351766363	-73.2410944427	982.077432901	-45.2057305337	-97.3244665939	791.108098097	-54.9082569191	159.653254247	993.521535673	-47.0032545575	-103.279019181	4519.98829572	15511.0611119	616.080201147	14715.6025357	226.61661842	6748.29760084	1630.09816494	3318.84329047	-32.3710748904	43.9176533759	78.6307583812	-49.6959525136	234.641247528	44.2069897569	957.022401078	758.219958774	952.297416635	-116.481779284	1382.07850161	1032.57124748	-93.5980364543	-96.0767365838	-10.6864189449	15.1515831088	54.1809543738	783.670038336	-52.2482850687	71.1118278612	487.409229295	917.521881665	474.125318073	145.497666909	-59.5464391279	170.941921691	571.952581393	6.63868154759	1069.46579012	-123.42403585	866.78037119	860.838046132	456.586738156	994.41000219	45.5749553969	-16.9060313325	290.072443968	186.423650914	123.679903725	47.711034679	-62.9272176661	-23.0684677249	377.783444967	114.037506791	387.695275968	-55.248611552	8096.30537369	1259.94368474	657.271789282	261.111950804	907.884364426	236.362438051	83.8370658484	5173.34598517	622.149217042	49.6265587833	-132.957234343	1970.70260141	-14.3586175419	31.0608314127	204.953227699	1406.03510674	25531.9142419	1502.25801603	28997.1439447	83.5715548085	43.4487355511	452.925814288	63.1934271554	-22.9610158505	-124.199440391	128.418333619	4790.5564658	5368.89759578	60.1548135526	742.934130911	381.736571917	3.44801871064	267.290929099	-131.239338489	-115.632127584	-36.6227603926	-43.3525007913	33.5681446747	-84.3659793175	-42.3799125829	-22.6822758464	-18.3737146136	-40.8286601649	-60.415413251	578.143121813	24533.6161693	28.2739078509	1173.65459067
mmu-miR-494	-71.0841276653	27.8598934281	191.035584023	85.6821469631	-10.356848619	1061.81638571	109.922506882	5575.83141577	5275.64246718	-50.6187697993	-35.2781418187	-36.0102439674	-116.6443606	-89.0485827577	842.476292321	216.012843603	-105.097815148	-45.8975372467	-105.317117059	82.204605066	522.216383233	484.313974359	32.0766360138	-92.5031309173	2614.77629258	-141.659733636	644.094544879	38.384588586	569.933753262	-49.1830895594	-31.510573352	73.0164275759	-79.8404733347	426.738240635	407.585463975	-143.512370634	-94.5580579277	210.957272289	-128.395266866	26672.5932065	-47.6279097611	-85.1434322535	791.201658124	-79.9245436782	-115.446858795	702.620703673	-60.6622684545	34.1343640914	833.694059954	-89.5729426017	-121.601519451	4457.02729108	15198.3996975	567.164897629	14017.3713454	84.8812020541	5768.32950664	1298.54614728	3096.86011802	-40.1639549744	-68.6131760353	-38.3376624835	-65.2735135593	-6.20821253094	-80.9544779374	789.932354378	515.305044308	799.567114154	-131.374794437	1180.48976514	859.959759049	-111.965212232	-114.094566316	-45.3419987461	-44.9381549905	12.4674917461	637.73885235	-75.1635444122	44.620326156	358.439769678	636.199059112	396.921490792	137.860396774	-77.0723165716	140.747936162	513.933004686	-70.2554866696	879.267148708	-132.730954355	753.603984205	778.671398331	416.703140394	894.203015194	18.3323231965	-33.21972426	196.448829558	105.688911371	60.9495702074	38.2566559095	-82.9294841473	-45.9140703192	377.783444967	93.6366064207	324.059874996	-81.1902579813	7039.96715075	1019.79829682	646.485145463	213.925700056	799.977352126	186.004829607	44.2594607481	4173.8808027	561.192571913	50.9962606653	-138.568318352	1885.17482967	-25.7617627312	22.7024117004	151.658384554	1171.25431514	23855.8786511	1382.13025819	28997.1439447	39.7704870681	18.1431058916	444.792848292	47.5867830143	-40.6230882803	-136.092304526	80.202520617	4855.03931157	4976.69642608	24.1627994911	642.430503596	288.749760567	-27.6056095233	281.840114913	-135.830371178	-122.259540821	-46.2172326861	-53.0578204175	17.5725580246	-96.7200605536	-53.1948448182	-43.0158173273	-27.3560313076	-61.8922508352	-78.3830966764	519.543534539	21108.7457853	4.89394134813	944.570033006
mmu-miR-495	-54.0892162102	39.2903530536	137.831288165	121.314813895	-16.6755723455	1027.46423384	146.87450159	5455.01634046	5434.12189543	-36.46256281	-17.8235430581	-39.2820417826	-103.392482604	-80.4485097675	733.090405463	206.733089284	-94.2319041857	-35.4340072894	-93.5605038227	93.1107149043	487.505578595	470.053985166	43.2193641345	-78.0323660725	2556.75751143	-121.078770448	656.006246903	49.7808454647	553.011114062	-27.076092833	-14.0129905773	65.1376045266	-74.6713337993	418.341104487	407.585463975	-123.741854232	-70.1858347662	225.596981516	-103.57561405	27418.6905464	-37.770807126	-64.5127133814	751.710118515	-64.6482658946	-94.7355534223	683.659119153	-55.8672588416	34.1343640914	764.203853119	-67.7128325249	-102.2611025	4425.54678876	14468.8563973	545.424762732	14216.8659712	89.1762146712	5938.75874042	1319.93660004	2963.67021455	-48.6652787025	-61.7235334183	-37.0662666045	-65.2735135593	25.6396499561	-62.9456336649	803.856524936	505.183589538	753.083978616	-121.897421158	1180.48976514	829.940369757	-105.842820306	-101.809682408	-38.4108827859	-24.4820739354	17.6816745746	637.73885235	-68.1771848563	61.6505772522	361.925430748	666.127018958	358.319577151	128.695672613	-70.2566975657	140.747936162	509.09803996	-65.3263733223	856.443311739	-125.418375529	678.153059549	751.28251573	394.948450706	863.370096118	14.4405185965	-25.804409293	221.982542579	95.5970689276	72.8467024263	38.2566559095	-81.5500174934	-44.010270103	373.598331031	100.436906544	302.848074672	-64.2717929187	7090.26897089	1045.52815981	635.698501645	227.032991931	786.488975589	178.053628274	39.0971644306	4142.64751575	530.714249349	46.8871550192	-129.83996545	1885.17482967	-21.9607143348	19.3590438154	157.171644189	1181.03684813	24191.0857693	1371.20955294	28798.7483353	43.0150106044	21.5171898462	448.85933129	47.5867830143	-33.8299834996	-127.858783202	76.0098412255	4468.14223691	4905.3871225	32.7323266486	620.096364192	291.956202338	-18.404534491	241.102394632	-133.534854834	-119.608575526	-52.9333632916	-53.628721572	15.2874742174	-94.6610470143	-53.1948448182	-52.5845427302	-23.9876625474	-51.9799728727	-73.2494728406	509.77693666	21108.7457853	9.56993464869	912.972162983
mmu-miR-496	-71.0841276653	21.3282022135	172.529741985	90.5411469992	10.0034833887	1001.70011993	116.443447125	5334.20126515	5434.12189543	-41.4172352562	-26.0374718866	-34.9196446956	-107.494254364	-75.4484673314	733.090405463	234.572352241	-96.8190258434	-35.4340072894	-107.668439706	86.5670490013	576.76193338	460.547325704	44.6122051496	-76.7168419957	2614.77629258	-128.153476544	644.094544879	53.0369188587	637.624310061	-61.618275218	-16.7049263888	53.3193699528	-72.9482872875	426.738240635	395.673644443	-141.99156168	-78.3099091534	205.101388598	-120.874159952	25926.4958665	-40.2350827848	-70.8606268805	718.800502175	-72.9807810493	-120.624685138	708.941231846	-48.195243461	43.6674443563	833.694059954	-90.723474711	-122.619436132	4425.54678876	14156.194983	545.424762732	13917.6240325	84.8812020541	5683.11488976	1277.15569453	2985.86853179	-39.4555113304	-66.3166284963	-44.6946418783	-58.5974159683	13.6967015235	-60.244307024	789.932354378	545.669408616	786.286218286	-130.020883969	1170.8903015	844.950064403	-111.199913242	-109.180612753	-30.3245808323	-30.8745992651	15.9436136317	690.274079305	-63.147005976	55.9738268868	424.667330022	719.997346681	373.760342608	137.860396774	-62.4674187019	136.10270762	513.933004686	-65.3263733223	909.698931334	-122.094476063	753.603984205	799.213060281	409.451577165	855.661866349	15.7377867965	-18.3890943259	219.145463355	123.854227768	78.2544897985	42.308532525	-69.1348176085	-40.2026696706	381.968558902	95.9033731285	306.383374726	-74.4228719563	6989.66533061	1114.14112779	592.551926372	234.897367056	853.930858276	193.956030941	25.3310409175	4205.11408965	606.91005576	63.3235776039	-131.086873007	1799.64705794	2.11259217599	27.7174635278	170.035916673	1229.94951304	24191.0857693	1393.05096345	28401.9571167	33.2814399955	26.5783157781	461.058780283	61.7746413244	-35.1886044558	-116.423336918	82.2988603127	4274.69369957	4834.07781891	37.8740429431	636.846968745	333.639945357	-20.7048032491	246.922068958	-127.566512338	-114.748472485	-34.7038659339	-43.3525007913	22.1427256389	-87.1113307033	-43.2811569359	-38.2314546259	-18.3737146136	-48.2628686368	-68.9714529774	519.543534539	20662.0235613	11.1285990822	936.6705655
mmu-miR-497	-50.9992323093	53.9866582864	295.130945483	97.0198137141	14.2159658731	1242.16518303	136.006267852	5535.559724	5830.32046605	-34.3391317616	-26.0374718866	17.4291203486	-97.0820645097	-75.4484673314	986.045268822	271.691369518	-88.5402365388	-28.4583206512	-62.4054787473	145.460042128	641.22485628	493.82063382	55.7549332703	-58.9572669589	2672.79507372	-55.4769502865	1013.3573076	96.9939096767	885.823018326	-17.4042817652	29.0579824068	74.9861333382	-68.9278454266	611.475235891	582.292150448	-67.4719229371	-47.8446302015	231.452865207	-87.0291788392	26299.5445365	5.76472951226	-53.4038647579	916.258200219	-13.2644224409	-61.0796821919	917.51866156	-49.6337463449	72.2666851512	1014.36859772	-42.4011261203	-33.0427681481	4457.02729108	14677.2973402	567.164897629	14017.3713454	136.42135346	6151.79528263	1437.58409017	3008.06684904	-29.5373003144	3.72807144334	11.2467767961	-43.0198549226	143.078642877	-11.6204274881	1040.56742443	682.309048003	919.095176965	-112.420047879	1238.08654699	1047.58094213	-49.9759939812	-33.8333247818	-1.4449309979	54.785240153	95.8944170016	748.6465537	-52.8071938331	86.2498288355	431.638652163	869.637145912	443.24378716	127.168218587	-25.4683440986	152.36100752	557.447687216	26.3551349366	909.698931334	-100.821519478	797.617023588	908.768590683	420.328922009	948.160623577	49.466759997	5.33991356854	264.538730947	117.799122302	83.6622771707	53.113536833	-61.5477510122	-11.6456664277	428.004812196	152.572540824	338.201075212	-46.2254301853	7090.26897089	1079.8346438	624.911857827	229.654450306	820.209916932	188.655230052	66.6294114569	4673.61339394	591.670894478	68.8023851321	-78.0933018157	1942.19334416	2.11259217599	81.2113496866	159.009397401	1464.73030464	24191.0857693	1382.13025819	28600.352726	91.6828636493	45.1357775284	444.792848292	74.5437138034	17.7976128338	-83.4892516223	122.129314532	4693.83219713	4976.69642608	55.0130972581	614.512829341	317.607736504	-8.0533250797	261.471254773	-82.5743919882	-63.4964767799	-26.0688408697	-38.2143904009	28.9979770604	-15.0458568261	-22.5525368183	16.7887164402	-0.409081225693	-17.287000004	14.0221323683	519.543534539	21257.6531933	64.1231898219	1039.36364307
